"acturial_firm_name","plan_name","plan_id","year"
"Bartel Associates, LLC","San Clemente Restated Employees Retirement Plan",264,"2016"
"Segal Consulting","Los Angeles Fire and Police",260,"2019"
"Segal","Los Angeles Fire and Police",260,"2020"
"Segal","Los Angeles Fire and Police",260,"2020"
"Segal","Los Angeles Fire and Police",260,"2021"
"Segal","Los Angeles Fire and Police",260,"2021"
"Block Consulting Acturaries","Manhattan Beach Single High Year Retirement Plan",261,"2016"
"Block Consulting Actuaries","Manhattan Beach Supplemental Retirement Plan",262,"2016"
"Bartel Associates","Pasadena Fire-Police Retirement System",263,"2016"
"Bryan, Pendleton, Swats & McAllister, LLC","Irvine Safety Defined Benefit Pension Plan",265,"2016"
"Bartel Associates, LLC","Sacramento City Employees Retirement System",267,"2016"
"Cheiron","San Diego City Employees Retirement System",268,"2016"
"Cheiron","San Diego City Employees Retirement System",268,"2016"
"Cheiron","San Diego City Employees Retirement System",268,"2017"
"Cheiron","San Diego City Employees Retirement System",268,"2019"
"Cheiron","San Diego City Employees Retirement System",268,"2017"
"Cheiron","San Diego City Employees Retirement System",268,"2018"
"Cheiron","San Diego City Employees Retirement System",268,"2018"
"Cheiron","San Francisco City & County Employees Retirement System",269,"2016"
"Cheiron","San Diego City Employees Retirement System",268,"2019"
"Cheiron","San Diego City Employees Retirement System",268,"2020"
"Cheiron","San Diego City Employees Retirement System",268,"2020"
"Cheiron","San Diego City Employees Retirement System",268,"2021"
"Cheiron","San Diego City Employees Retirement System",268,"2021"
"Cheiron","San Francisco City & County Employees Retirement System",269,"2016"
"Cheiron","San Francisco City & County Employees Retirement System",269,"2017"
"Cheiron","San Francisco City & County Employees Retirement System",269,"2018"
"Cheiron","San Francisco City & County Employees Retirement System",269,"2017"
"Cheiron","San Francisco City & County Employees Retirement System",269,"2020"
"Cheiron","San Francisco City & County Employees Retirement System",269,"2018"
"Cheiron","San Francisco City & County Employees Retirement System",269,"2019"
"Cheiron","San Francisco City & County Employees Retirement System",269,"2019"
"Cheiron","San Francisco City & County Employees Retirement System",269,"2020"
"Cheiron","San Jose Police and Fire Department Plan",270,"2016"
"Cheiron","San Francisco City & County Employees Retirement System",269,"2021"
"Cheiron","San Francisco City & County Employees Retirement System",269,"2021"
"Cheiron","San Jose Police and Fire Department Plan",270,"2016"
"Cheiron","San Jose Police and Fire Department Plan",270,"2017"
"Cheiron","San Jose Police and Fire Department Plan",270,"2017"
"Cheiron","San Jose Police and Fire Department Plan",270,"2018"
"Cheiron","San Jose Police and Fire Department Plan",270,"2018"
"Cheiron","San Jose Federated City Employees Retirement System",271,"2016"
"Cheiron","San Jose Police and Fire Department Plan",270,"2019"
"Cheiron","San Jose Police and Fire Department Plan",270,"2019"
"Cheiron","San Jose Federated City Employees Retirement System",271,"2016"
"Cheiron","San Jose Federated City Employees Retirement System",271,"2017"
"Cheiron","San Jose Federated City Employees Retirement System",271,"2017"
"Cheiron","San Jose Federated City Employees Retirement System",271,"2019"
"Cheiron","San Jose Federated City Employees Retirement System",271,"2019"
"Cheiron","Alameda-Contra Costa Transit District Retirement System",273,"2016"
"Cheiron","San Jose Federated City Employees Retirement System",271,"2018"
"Cheiron","San Jose Federated City Employees Retirement System",271,"2018"
"The Segal Company","East Bay Municipal Utility District Employees Retirement System",272,"2016"
"Milliman","Antelope Valley Medical Center Retirement Plan",275,"2016"
"Towers Watson","West Contra Costa Health District Succ. Retirement Plan",274,"2016"
"Willis Towers Watson","Los Angeles County Metropolitan Transit Authority United Union Retirement Plan",276,"2016"
"Willis Towers Watson","Los Angeles County Metropolitan Transit Authority AFSCME Pension Fund",277,"2016"
"Willis Towers Watson","Kaweah Delta Hospital District Employees' Retirement Plan",282,"2016"
"Nyhart","Sunline Transit Bargaining Unit Retirement Plan",278,"2016"
"Transamerica Retirement Solutions","Modesto Irrigation Dist Basic Ret Plan",280,"2016"
"Nyhart","Turlock Irrigation District Pension Plan",281,"2016"
"Segal Consulting","Colorado PERA, State Division Fund",284,"2018"
"Cavanaugh Macdonald Consulting ,LLC","Colorado PERA, State Division Fund",284,"2016"
"Cavanaugh Macdonald Consulting ,LLC","Colorado PERA, State Division Fund",284,"2016"
"Cavanaugh Macdonald Consulting ,LLC","Colorado PERA, State Division Fund",284,"2017"
"Cavanaugh Macdonald Consulting ,LLC","Colorado PERA, State Division Fund",284,"2017"
"Segal Consulting","Colorado PERA, State Division Fund",284,"2018"
"Segal Consulting","Colorado PERA, State Division Fund",284,"2020"
"Segal Consulting","Colorado PERA, State Division Fund",284,"2019"
"Segal Consulting","Colorado PERA, State Division Fund",284,"2019"
"Segal Consulting","Colorado PERA, State Division Fund",284,"2020"
"Segal Consulting","Colorado PERA, State Division Fund",284,"2021"
"Cavanaugh Macdonald Consulting ,LLC","Colorado PERA, School Division Fund",285,"2016"
"Segal Consulting","Colorado PERA, State Division Fund",284,"2021"
"Cavanaugh Macdonald Consulting ,LLC","Colorado PERA, School Division Fund",285,"2016"
"Cavanaugh Macdonald Consulting ,LLC","Colorado PERA, School Division Fund",285,"2017"
"Cavanaugh Macdonald Consulting ,LLC","Colorado PERA, School Division Fund",285,"2017"
"Segal Consulting","Colorado PERA, School Division Fund",285,"2018"
"Segal Consulting","Colorado PERA, School Division Fund",285,"2018"
"Segal Consulting","Colorado PERA, School Division Fund",285,"2020"
"Segal Consulting","Colorado PERA, School Division Fund",285,"2019"
"Segal Consulting","Colorado PERA, School Division Fund",285,"2019"
"Segal Consulting","Colorado PERA, School Division Fund",285,"2020"
"Segal Consulting","Colorado PERA, School Division Fund",285,"2021"
"Segal Consulting","Colorado PERA, School Division Fund",285,"2021"
"Segal Consulting","Colorado PERA, Judicial Fund",286,"2019"
"Cavanaugh Macdonald","Colorado PERA, Judicial Fund",286,"2016"
"Cavanaugh Macdonald","Colorado PERA, Judicial Fund",286,"2016"
"Cavanaugh Macdonald","Colorado PERA, Judicial Fund",286,"2017"
"Cavanaugh Macdonald","Colorado PERA, Judicial Fund",286,"2017"
"Segal Consulting","Colorado PERA, Judicial Fund",286,"2018"
"Segal Consulting","Colorado PERA, Judicial Fund",286,"2018"
"Segal Consulting","Colorado PERA, Judicial Fund",286,"2019"
"Segal Consulting","Colorado PERA, Judicial Fund",286,"2021"
"Segal Consulting","Colorado PERA, Judicial Fund",286,"2020"
"Segal Consulting","Colorado PERA, Judicial Fund",286,"2020"
"Cavanaugh Macdonald Consulting ,LLC","Colorado PERA, Local Division Fund",287,"2016"
"Segal Consulting","Colorado PERA, Judicial Fund",286,"2021"
"Cavanaugh Macdonald Consulting ,LLC","Colorado PERA, Local Division Fund",287,"2017"
"Cavanaugh Macdonald Consulting ,LLC","Colorado PERA, Local Division Fund",287,"2016"
"Cavanaugh Macdonald Consulting ,LLC","Colorado PERA, Local Division Fund",287,"2017"
"Segal Consulting","Colorado PERA, Local Division Fund",287,"2019"
"Segal Consulting","Colorado PERA, Local Division Fund",287,"2018"
"Segal Consulting","Colorado PERA, Local Division Fund",287,"2018"
"Segal Consulting","Colorado PERA, Local Division Fund",287,"2019"
"Segal Consulting","Colorado PERA, Local Division Fund",287,"2021"
"Segal Consulting","Colorado PERA, Local Division Fund",287,"2020"
"Segal Consulting","Colorado PERA, Local Division Fund",287,"2020"
"Segal Consulting","Colorado PERA, Local Division Fund",287,"2021"
"Cavanaugh Macdonald Consulting , LLC","Colorado PERA, Denver Public Schools Fund",288,"2016"
"Cavanaugh Macdonald Consulting , LLC","Colorado PERA, Denver Public Schools Fund",288,"2017"
"Cavanaugh Macdonald Consulting , LLC","Colorado PERA, Denver Public Schools Fund",288,"2016"
"Cavanaugh Macdonald Consulting , LLC","Colorado PERA, Denver Public Schools Fund",288,"2017"
"Segal Consulting","Colorado PERA, Denver Public Schools Fund",288,"2018"
"Segal Consulting","Colorado PERA, Denver Public Schools Fund",288,"2019"
"Segal Consulting","Colorado PERA, Denver Public Schools Fund",288,"2018"
"Segal Consulting","Colorado PERA, Denver Public Schools Fund",288,"2019"
"Segal Consulting","Colorado PERA, Denver Public Schools Fund",288,"2021"
"Segal Consulting","Colorado PERA, Denver Public Schools Fund",288,"2020"
"Segal Consulting","Colorado PERA, Denver Public Schools Fund",288,"2020"
"GRS","Denver Employees Retirement System",308,"2016"
"Segal Consulting","Colorado PERA, Denver Public Schools Fund",288,"2021"
"GRS","Denver Employees Retirement System",308,"2016"
"GRS","Denver Employees Retirement System",308,"2017"
"Cheiron","Denver Employees Retirement System",308,"2018"
"GRS","Denver Employees Retirement System",308,"2017"
"Cheiron","Denver Employees Retirement System",308,"2018"
"Cheiron","Denver Employees Retirement System",308,"2019"
"Cheiron","Denver Employees Retirement System",308,"2019"
"Cheiron","Denver Employees Retirement System",308,"2020"
"Cheiron","Denver Employees Retirement System",308,"2020"
"Cheiron","Denver Employees Retirement System",308,"2021"
"Cheiron","Denver Employees Retirement System",308,"2021"
"Cavanaugh Macdonald Consulting, LLC","Connecticut Teachers Retirement System",317,"2016"
"Cavanaugh Macdonald Consulting, LLC","Connecticut Teachers Retirement System",317,"2016"
"Cavanaugh Macdonald","Connecticut Teachers Retirement System",317,"2017"
"Cavanaugh Macdonald","Connecticut Teachers Retirement System",317,"2017"
"Cavanaugh Macdonald Consulting, LLC","Connecticut Teachers Retirement System",317,"2018"
"Cavanaugh Macdonald","Connecticut Teachers Retirement System",317,"2019"
"Cavanaugh Macdonald Consulting, LLC","Connecticut Teachers Retirement System",317,"2018"
"Cavanaugh Macdonald Consulting, LLC","Connecticut Teachers Retirement System",317,"2020"
"Cavanaugh Macdonald","Connecticut Teachers Retirement System",317,"2019"
"Cavanaugh Macdonald Consulting, LLC","Connecticut Teachers Retirement System",317,"2020"
"Cavanaugh Macdonald Consulting,LLC","Connecticut State Employees Retirement System",318,"2016"
"Cavanaugh Macdonald Consulting,LLC","Connecticut State Employees Retirement System",318,"2017"
"Cavanaugh Macdonald Consulting,LLC","Connecticut State Employees Retirement System",318,"2016"
"Cavanaugh Macdonald Consulting,LLC","Connecticut State Employees Retirement System",318,"2018"
"Cavanaugh Macdonald Consulting,LLC","Connecticut State Employees Retirement System",318,"2017"
"Cavanaugh Macdonald Consulting,LLC","Connecticut State Employees Retirement System",318,"2019"
"Cavanaugh Macdonald Consulting,LLC","Connecticut State Employees Retirement System",318,"2018"
"Cavanaugh Macdonald Consulting,LLC","Connecticut State Employees Retirement System",318,"2019"
"Cavanaugh Macdonald Consulting,LLC","Connecticut State Employees Retirement System",318,"2020"
"Cavanaugh Macdonald Consulting,LLC","Connecticut State Employees Retirement System",318,"2020"
"Cavanaugh Macdonald Consulting,LLC","Connecticut State Employees Retirement System",318,"2021"
"Cavanaugh Macdonald Consulting,LLC","Connecticut State Employees Retirement System",318,"2021"
"Cavanaugh Macdonald,Consulting LLC","Connecticut Municipal Employees Retirement Plan",319,"2016"
"Cavanaugh Macdonald,Consulting LLC","Connecticut Municipal Employees Retirement Plan",319,"2016"
"Cavanaugh Macdonald,Consulting LLC","Connecticut Municipal Employees Retirement Plan",319,"2017"
"Cavanaugh Macdonald,Consulting LLC","Connecticut Municipal Employees Retirement Plan",319,"2017"
"Cavanaugh Macdonald,Consulting LLC","Connecticut Municipal Employees Retirement Plan",319,"2018"
"Cavanaugh Macdonald,Consulting LLC","Connecticut Municipal Employees Retirement Plan",319,"2018"
"Cavanaugh Macdonald,Consulting LLC","Connecticut Municipal Employees Retirement Plan",319,"2019"
"Cavanaugh Macdonald,Consulting LLC","Connecticut Municipal Employees Retirement Plan",319,"2019"
"Cavanaugh Macdonald,Consulting LLC","Connecticut Municipal Employees Retirement Plan",319,"2020"
"Cavanugh Macdonald Consulting, LLC","Connecticut Probate Judges and Employees Retirement System",321,"2017"
"Cavanaugh Macdonald,Consulting LLC","Connecticut Municipal Employees Retirement Plan",319,"2020"
"Cavanaugh Macdonald,Consulting LLC","Connecticut Municipal Employees Retirement Plan",319,"2021"
"Cavanaugh Macdonald,Consulting LLC","Connecticut Municipal Employees Retirement Plan",319,"2021"
"Cavanugh Macdonald Consulting, LLC","Connecticut Probate Judges and Employees Retirement System",321,"2017"
"Cavanaugh Macdonald Consulting LLC","Connecticut Judicial Retirement System",322,"2019"
"Cavanugh Macdonald Consulting, LLC","Connecticut Probate Judges and Employees Retirement System",321,"2018"
"Cavanugh Macdonald Consulting, LLC","Connecticut Probate Judges and Employees Retirement System",321,"2018"
"Cavanugh Macdonald Consulting, LLC","Connecticut Probate Judges and Employees Retirement System",321,"2019"
"Cavanugh Macdonald Consulting, LLC","Connecticut Probate Judges and Employees Retirement System",321,"2019"
"Cavanaugh Macdonald Consulting LLC","Connecticut Judicial Retirement System",322,"2016"
"Cavanaugh Macdonald Consulting LLC","Connecticut Judicial Retirement System",322,"2016"
"Cavanaugh Macdonald Consulting LLC","Connecticut Judicial Retirement System",322,"2017"
"Cavanaugh Macdonald Consulting LLC","Connecticut Judicial Retirement System",322,"2017"
"Cavanaugh Macdonald Consulting LLC","Connecticut Judicial Retirement System",322,"2018"
"Cavanaugh Macdonald Consulting LLC","Connecticut Judicial Retirement System",322,"2018"
"Cavanaugh Macdonald Consulting LLC","Connecticut Judicial Retirement System",322,"2019"
"Cavanaugh Macdonald Consulting LLC","Connecticut Judicial Retirement System",322,"2020"
"Cavanaugh Macdonald Consulting LLC","Connecticut Judicial Retirement System",322,"2020"
"Cavanaugh Macdonald Consulting LLC","Connecticut Judicial Retirement System",322,"2021"
"Cavanaugh Macdonald Consulting LLC","Connecticut Judicial Retirement System",322,"2021"
"Hooker & Holcombe","Hartford Municipal Employee Retirement Fund",327,"2016"
"Hooker & Holcombe","Hartford Municipal Employee Retirement Fund",327,"2016"
"Hooker & Holcombe","Hartford Municipal Employee Retirement Fund",327,"2019"
"Hooker & Holcombe","Hartford Municipal Employee Retirement Fund",327,"2017"
"Hooker & Holcombe","Hartford Municipal Employee Retirement Fund",327,"2017"
"Hooker & Holcombe","Hartford Municipal Employee Retirement Fund",327,"2018"
"Hooker & Holcombe","Hartford Municipal Employee Retirement Fund",327,"2018"
"Hooker & Holcombe","Hartford Municipal Employee Retirement Fund",327,"2019"
"Hooker & Holcombe","Hartford Municipal Employee Retirement Fund",327,"2020"
"Hooker & Holcombe","Hartford Municipal Employee Retirement Fund",327,"2020"
"Cheiron","Delaware State Employees’ Pension Plan",370,"2016"
"Hooker & Holcombe","Hartford Municipal Employee Retirement Fund",327,"2021"
"Hooker & Holcombe","Hartford Municipal Employee Retirement Fund",327,"2021"
"Cheiron","Delaware State Employees’ Pension Plan",370,"2016"
"Cheiron","Delaware State Employees’ Pension Plan",370,"2017"
"Cheiron","Delaware State Employees’ Pension Plan",370,"2017"
"Cheiron","Delaware State Employees’ Pension Plan",370,"2018"
"Cheiron","Delaware State Employees’ Pension Plan",370,"2018"
"Cheiron","Delaware State Employees’ Pension Plan",370,"2019"
"Cheiron","Delaware State Employees’ Pension Plan",370,"2021"
"Cheiron","Delaware State Employees’ Pension Plan",370,"2019"
"Cheiron","Delaware State Employees’ Pension Plan",370,"2020"
"Cheiron","Delaware State Employees’ Pension Plan",370,"2020"
"Cheiron","Delaware State Employees’ Pension Plan",370,"2021"
"Cheiron","Delaware State Police Pension Plan",372,"2016"
"Cheiron","Delaware State Police Pension Plan",372,"2016"
"Cheiron","Delaware State Police Pension Plan",372,"2018"
"Cheiron","Delaware State Police Pension Plan",372,"2017"
"Cheiron","Delaware State Police Pension Plan",372,"2017"
"Cheiron","Delaware State Police Pension Plan",372,"2018"
"Cheiron","Delaware State Judiciary Pension Plan",373,"2016"
"Cheiron","Delaware State Police Pension Plan",372,"2019"
"Cheiron","Delaware State Police Pension Plan",372,"2019"
"Cheiron","Delaware State Police Pension Plan",372,"2020"
"Cheiron","Delaware State Police Pension Plan",372,"2020"
"Cheiron","Delaware State Judiciary Pension Plan",373,"2016"
"Cheiron","Delaware State Judiciary Pension Plan",373,"2018"
"Cheiron","Delaware State Judiciary Pension Plan",373,"2017"
"Cheiron","Delaware State Judiciary Pension Plan",373,"2017"
"Cheiron","Delaware State Judiciary Pension Plan",373,"2018"
"Cheiron","Delaware County & Municipal Police and Firefighters’ Pension Plans",374,"2016"
"Cheiron","Delaware State Judiciary Pension Plan",373,"2019"
"Cheiron","Delaware State Judiciary Pension Plan",373,"2019"
"Cheiron","Delaware County & Municipal Police and Firefighters’ Pension Plans",374,"2016"
"Cheiron","Delaware County & Municipal Police and Firefighters’ Pension Plans",374,"2018"
"Cheiron","Delaware County & Municipal Police and Firefighters’ Pension Plans",374,"2017"
"Cheiron","Delaware County & Municipal Police and Firefighters’ Pension Plans",374,"2017"
"Cheiron","Delaware County & Municipal Police and Firefighters’ Pension Plans",374,"2018"
"Cheiron","Delaware County & Municipal Police and Firefighters’ Pension Plans",374,"2020"
"Cheiron","Delaware County & Municipal Police and Firefighters’ Pension Plans",374,"2019"
"Cheiron","Delaware County & Municipal Police and Firefighters’ Pension Plans",374,"2019"
"Cheiron","Delaware County & Municipal Police and Firefighters’ Pension Plans",374,"2020"
"Cheiron","Delaware County & Municipal Other Employees’ Pension Plans",375,"2016"
"Cheiron","Delaware County & Municipal Other Employees’ Pension Plans",375,"2016"
"Cheiron","Delaware County & Municipal Other Employees’ Pension Plans",375,"2017"
"Cheiron","Delaware County & Municipal Other Employees’ Pension Plans",375,"2017"
"Cheiron","Delaware County & Municipal Other Employees’ Pension Plans",375,"2018"
"Cheiron","Delaware County & Municipal Other Employees’ Pension Plans",375,"2018"
"Cheiron","Delaware County & Municipal Other Employees’ Pension Plans",375,"2019"
"Cheiron","Delaware County & Municipal Other Employees’ Pension Plans",375,"2019"
"Cheiron","Delaware County & Municipal Other Employees’ Pension Plans",375,"2020"
"Cheiron","Delaware County & Municipal Other Employees’ Pension Plans",375,"2020"
"Cheiron","Delaware Diamond State Port Corporate Pension Plan",377,"2019"
"Cheiron","Delaware County & Municipal Other Employees’ Pension Plans",375,"2021"
"Cheiron","Delaware County & Municipal Other Employees’ Pension Plans",375,"2021"
"Cheiron","Delaware Diamond State Port Corporate Pension Plan",377,"2016"
"Cheiron","Delaware Diamond State Port Corporate Pension Plan",377,"2016"
"Cheiron","Delaware Diamond State Port Corporate Pension Plan",377,"2017"
"Cheiron","Delaware Diamond State Port Corporate Pension Plan",377,"2017"
"Cheiron","Delaware Diamond State Port Corporate Pension Plan",377,"2018"
"Cheiron","Delaware Diamond State Port Corporate Pension Plan",377,"2019"
"Cheiron","Delaware Diamond State Port Corporate Pension Plan",377,"2018"
"Boomershine Consulting Group","New Castle County Pension Program",379,"2016"
"Boomershine Consulting Group","New Castle County Pension Program",379,"2016"
"Boomershine Consulting Group","New Castle County Pension Program",379,"2018"
"Boomershine Consulting Group","New Castle County Pension Program",379,"2017"
"Boomershine Consulting Group","New Castle County Pension Program",379,"2017"
"Boomershine Consulting Group","New Castle County Pension Program",379,"2019"
"Boomershine Consulting Group","New Castle County Pension Program",379,"2018"
"Boomershine Consulting Group","New Castle County Pension Program",379,"2020"
"Boomershine Consulting Group","New Castle County Pension Program",379,"2019"
"Boomershine Consulting Group","New Castle County Pension Program",379,"2020"
"Cavanaugh Macdonald Consulting, LLC","District of Columbia Police Officers and Firefighters Retirement Fund",390,"2016"
"Boomershine Consulting Group","New Castle County Pension Program",379,"2021"
"Boomershine Consulting Group","New Castle County Pension Program",379,"2021"
"Cavanaugh Macdonald Consulting, LLC","District of Columbia Police Officers and Firefighters Retirement Fund",390,"2016"
"Cavanaugh Macdonald Consulting, LLC","District of Columbia Police Officers and Firefighters Retirement Fund",390,"2017"
"Cavanaugh Macdonald Consulting, LLC","District of Columbia Police Officers and Firefighters Retirement Fund",390,"2017"
"Cavanaugh Macdonald Consulting, LLC","District of Columbia Police Officers and Firefighters Retirement Fund",390,"2018"
"Bolton Partners, Inc.","District of Columbia Police Officers and Firefighters Retirement Fund",390,"2019"
"Cavanaugh Macdonald Consulting, LLC","District of Columbia Police Officers and Firefighters Retirement Fund",390,"2018"
"Bolton Partners, Inc.","District of Columbia Police Officers and Firefighters Retirement Fund",390,"2019"
"Bolton Partners, Inc.","District of Columbia Police Officers and Firefighters Retirement Fund",390,"2020"
"Bolton Partners, Inc.","District of Columbia Police Officers and Firefighters Retirement Fund",390,"2020"
"Bolton Partners, Inc.","District of Columbia Police Officers and Firefighters Retirement Fund",390,"2021"
"Bolton Partners, Inc.","District of Columbia Police Officers and Firefighters Retirement Fund",390,"2021"
"Cavanaugh Macdonald","District of Columbia Teachers Retirement Fund",391,"2016"
"Cavanaugh Macdonald","District of Columbia Teachers Retirement Fund",391,"2017"
"Cavanaugh Macdonald","District of Columbia Teachers Retirement Fund",391,"2016"
"Cavanaugh Macdonald","District of Columbia Teachers Retirement Fund",391,"2017"
"Cavanaugh Macdonald","District of Columbia Teachers Retirement Fund",391,"2018"
"Bolton","District of Columbia Teachers Retirement Fund",391,"2019"
"Cavanaugh Macdonald","District of Columbia Teachers Retirement Fund",391,"2018"
"Bolton","District of Columbia Teachers Retirement Fund",391,"2019"
"MILLIMAN","Florida Retirement System",397,"2016"
"Bolton","District of Columbia Teachers Retirement Fund",391,"2020"
"Bolton","District of Columbia Teachers Retirement Fund",391,"2020"
"Bolton","District of Columbia Teachers Retirement Fund",391,"2021"
"Bolton","District of Columbia Teachers Retirement Fund",391,"2021"
"MILLIMAN","Florida Retirement System",397,"2016"
"MILLIMAN","Florida Retirement System",397,"2019"
"MILLIMAN","Florida Retirement System",397,"2017"
"MILLIMAN","Florida Retirement System",397,"2017"
"MILLIMAN","Florida Retirement System",397,"2018"
"MILLIMAN","Florida Retirement System",397,"2018"
"MILLIMAN","Florida Retirement System",397,"2019"
"MILLIMAN","Florida Retirement System",397,"2020"
"MILLIMAN","Florida Retirement System",397,"2020"
"MILLIMAN","Florida Retirement System",397,"2021"
"Nyhart","City of Miami Firefighters and Police Officers Retirement Trust",420,"2016"
"MILLIMAN","Florida Retirement System",397,"2021"
"Nyhart","City of Miami Firefighters and Police Officers Retirement Trust",420,"2016"
"Nyhart","City of Miami Firefighters and Police Officers Retirement Trust",420,"2018"
"Nyhart","City of Miami Firefighters and Police Officers Retirement Trust",420,"2017"
"Nyhart","City of Miami Firefighters and Police Officers Retirement Trust",420,"2017"
"Nyhart","City of Miami Firefighters and Police Officers Retirement Trust",420,"2019"
"Nyhart","City of Miami Firefighters and Police Officers Retirement Trust",420,"2019"
"Nyhart","City of Miami Firefighters and Police Officers Retirement Trust",420,"2020"
"Nyhart","City of Miami Firefighters and Police Officers Retirement Trust",420,"2020"
"Nyhart","City of Miami Firefighters and Police Officers Retirement Trust",420,"2021"
"Nyhart","City of Miami Firefighters and Police Officers Retirement Trust",420,"2021"
"Segal","Jacksonville General Employee Pension Plan",423,"2016"
"Segal","Jacksonville General Employee Pension Plan",423,"2016"
"Segal","Jacksonville General Employee Pension Plan",423,"2017"
"Segal","Jacksonville General Employee Pension Plan",423,"2017"
"Segal","Jacksonville General Employee Pension Plan",423,"2018"
"Segal","Jacksonville General Employee Pension Plan",423,"2018"
"Segal","Jacksonville General Employee Pension Plan",423,"2019"
"Segal","Jacksonville General Employee Pension Plan",423,"2019"
"Segal","Jacksonville General Employee Pension Plan",423,"2020"
"Segal","Jacksonville General Employee Pension Plan",423,"2020"
"Segal","Jacksonville General Employee Pension Plan",423,"2021"
"Segal","Jacksonville General Employee Pension Plan",423,"2021"
"GRS","Jacksonville City Fire and Police Pension Act 1937",424,"2016"
"GRS","Jacksonville City Fire and Police Pension Act 1937",424,"2016"
"GRS","Jacksonville City Fire and Police Pension Act 1937",424,"2017"
"GRS","Jacksonville City Fire and Police Pension Act 1937",424,"2017"
"GRS","Jacksonville City Fire and Police Pension Act 1937",424,"2018"
"GRS","Jacksonville City Fire and Police Pension Act 1937",424,"2018"
"GRS","Jacksonville City Fire and Police Pension Act 1937",424,"2019"
"GRS","Jacksonville City Fire and Police Pension Act 1937",424,"2019"
"GRS","Jacksonville City Fire and Police Pension Act 1937",424,"2020"
"GRS","Jacksonville City Fire and Police Pension Act 1937",424,"2020"
"GRS","Jacksonville City Fire and Police Pension Act 1937",424,"2021"
"GRS","Jacksonville City Fire and Police Pension Act 1937",424,"2021"
"Nyhart","City of Miami Firefighters and Police Officers Retirement Trust",420,"2018"
"Cavanaugh Macdonald","Georgia Firefighter's Pension Fund",464,"2016"
"Cavanaugh Macdonald","Georgia Employees’ Retirement System",463,"2016"
"Cavanaugh Macdonald","Georgia Employees’ Retirement System",463,"2016"
"Cavanaugh Macdonald","Georgia Employees’ Retirement System",463,"2017"
"Cavanaugh Macdonald","Georgia Employees’ Retirement System",463,"2017"
"Cavanaugh Macdonald","Georgia Employees’ Retirement System",463,"2018"
"Cavanaugh Macdonald","Georgia Employees’ Retirement System",463,"2018"
"Cavanaugh Macdonald","Georgia Employees’ Retirement System",463,"2019"
"Cavanaugh Macdonald","Georgia Employees’ Retirement System",463,"2019"
"Cavanaugh Macdonald","Georgia Employees’ Retirement System",463,"2020"
"Cavanaugh Macdonald","Georgia Employees’ Retirement System",463,"2020"
"Cavanaugh Macdonald","Georgia Employees’ Retirement System",463,"2021"
"Cavanaugh Macdonald","Georgia Employees’ Retirement System",463,"2021"
"Cavanaugh Macdonald","Georgia Firefighter's Pension Fund",464,"2016"
"Cavanaugh Macdonald","Georgia Firefighter's Pension Fund",464,"2017"
"Cavanaugh Macdonald","Georgia Firefighter's Pension Fund",464,"2017"
"Cavanaugh Macdonald","Georgia Firefighter's Pension Fund",464,"2018"
"Cavanaugh Macdonald","Georgia Firefighter's Pension Fund",464,"2018"
"Cavanaugh Macdonald","Georgia Firefighter's Pension Fund",464,"2019"
"Cavanaugh Macdonald","Georgia Firefighter's Pension Fund",464,"2019"
"Cavanaugh Macdonald","Georgia Firefighter's Pension Fund",464,"2020"
"Cavanaugh Macdonald","Georgia Firefighter's Pension Fund",464,"2020"
"Cavanaugh Macdonald","Georgia Firefighter's Pension Fund",464,"2021"
"Cavanaugh Macdonald","Georgia Firefighter's Pension Fund",464,"2021"
"Cavanaugh Macdonald Consulting ,LLC","Georgia Teachers Retirement System",466,"2016"
"Cavanaugh Macdonald Consulting ,LLC","Georgia Teachers Retirement System",466,"2016"
"Cavanaugh Macdonald Consulting ,LLC","Georgia Teachers Retirement System",466,"2017"
"Cavanaugh Macdonald Consulting ,LLC","Georgia Teachers Retirement System",466,"2017"
"Cavanaugh Macdonald Consulting ,LLC","Georgia Teachers Retirement System",466,"2018"
"Cavanaugh Macdonald Consulting ,LLC","Georgia Teachers Retirement System",466,"2018"
"Cavanaugh Macdonald Consulting ,LLC","Georgia Teachers Retirement System",466,"2019"
"Cavanaugh Macdonald Consulting ,LLC","Georgia Teachers Retirement System",466,"2019"
"Cavanaugh Macdonald","Georgia Public School Employees Retirement System",471,"2016"
"Cavanaugh Macdonald Consulting ,LLC","Georgia Teachers Retirement System",466,"2020"
"Cavanaugh Macdonald Consulting ,LLC","Georgia Teachers Retirement System",466,"2020"
"Cavanaugh Macdonald Consulting ,LLC","Georgia Teachers Retirement System",466,"2021"
"Cavanaugh Macdonald Consulting ,LLC","Georgia Teachers Retirement System",466,"2021"
"Cavanaugh Macdonald","Georgia Public School Employees Retirement System",471,"2016"
"Cavanaugh Macdonald","Georgia Public School Employees Retirement System",471,"2021"
"Cavanaugh Macdonald","Georgia Public School Employees Retirement System",471,"2017"
"Cavanaugh Macdonald","Georgia Public School Employees Retirement System",471,"2017"
"Cavanaugh Macdonald","Georgia Public School Employees Retirement System",471,"2018"
"Cavanaugh Macdonald","Georgia Public School Employees Retirement System",471,"2018"
"Cavanaugh Macdonald","Georgia Public School Employees Retirement System",471,"2019"
"Cavanaugh Macdonald","Georgia Public School Employees Retirement System",471,"2019"
